date,west_corn,east_corn,iamn_corn,national_hog
2010-11-06,5.476346153846154,5.623958333333333,5.368333333333333,44.96
2010-11-13,5.325192307692308,5.455208333333333,5.222777777777778,44.01
2010-11-20,5.062115384615384,5.18625,4.980555555555555,45.46
2010-11-27,5.031730769230769,5.126041666666667,4.967222222222222,45.97
2010-12-04,5.2153846153846155,5.330208333333333,5.1611111111111105,46.31
2010-12-11,5.356346153846154,5.478125,5.317222222222222,46.37
2010-12-18,5.564423076923077,5.689583333333333,5.506111111111111,45.79
2010-12-25,5.7576,5.87,5.704375,45.63
2011-01-01,5.8804,5.999791666666667,5.82625,46.09
2011-01-08,5.7787999999999995,5.887083333333333,5.708125,46.02
2011-01-15,5.9162,6.048541666666667,5.87875,45.66
2011-01-22,6.155,6.29,6.119375,45.99
2011-01-29,6.1506,6.297083333333333,6.095625,46.34
2011-02-05,6.3252,6.489791666666667,6.2825,47.44
2011-02-12,6.5748,6.728958333333333,6.513125,49.82
2011-02-19,6.6874,6.842708333333333,6.61,52.98
2011-02-26,6.627,6.789166666666667,6.543125,54.74
2011-03-05,6.8701923076923075,7.120833333333334,6.6755555555555555,54.07
2011-03-12,6.5478,6.744583333333333,6.31375,54.21
2011-03-19,6.0976,6.3081249999999995,5.900625,55.97
2011-03-26,6.5282,6.7283333333333335,6.325,57.98
2011-04-02,6.524038461538462,6.732708333333333,6.357777777777778,56.75
2011-04-09,7.266346153846154,7.518958333333333,7.049444444444444,57.5
2011-04-16,7.2384615384615385,7.466666666666667,7.002222222222222,56.62
2011-04-23,7.129423076923077,7.354375,6.915555555555556,55.73
2011-04-30,7.216346153846154,7.4383333333333335,7.006666666666667,54.75
2011-05-07,6.864615384615385,7.094047619047619,6.6594444444444445,54.84
2011-05-14,6.636923076923077,6.8596875,6.440555555555556,54.75
2011-05-21,7.106538461538461,7.3790625,6.91,54.33
2011-05-28,7.273076923076923,7.5365625000000005,7.061111111111111,54.96
2011-06-04,7.397692307692307,7.66875,7.184444444444445,54.09
2011-06-11,7.425769230769231,7.7259375,7.236111111111111,52.35
2011-06-18,7.165961538461539,7.47125,6.967222222222222,51.31
2011-06-25,6.72,7.0025,6.554444444444445,51.29
2011-07-02,6.483461538461539,6.805625,6.341111111111111,52.44
2011-07-09,6.410576923076923,6.65125,6.246666666666667,52.48
2011-07-16,6.931346153846154,7.226333333333334,6.785555555555556,53.58
2011-07-23,7.149038461538462,7.402,6.951666666666667,53.89
2011-07-30,7.036346153846154,7.288,6.955,56.89
2011-08-06,7.158076923076923,7.306333333333334,7.138333333333334,60.42
2011-08-13,6.967884615384615,7.163666666666667,6.847222222222222,65.88
2011-08-20,7.110769230769231,7.301666666666667,6.967222222222222,69.12
2011-08-27,7.267142857142857,7.492666666666667,7.161666666666667,68.8
2011-09-03,7.406428571428571,7.586,7.2877777777777775,67.56
2011-09-10,7.229642857142857,7.362,7.080555555555556,64.21
2011-09-17,6.964285714285714,7.0969999999999995,6.814444444444445,62.42
2011-09-24,6.531071428571429,6.645,6.378888888888889,61.88
2011-10-01,6.136071428571428,6.278333333333333,5.989444444444445,62.08
2011-10-08,5.8,5.92,5.655,61.95
2011-10-15,6.182142857142857,6.331,6.038333333333333,60.25
2011-10-22,6.319642857142857,6.458,6.18,58.71
2011-10-29,6.3875,6.505,6.227777777777778,58.42
2011-11-05,6.412142857142857,6.538,6.256111111111111,59.19
2011-11-12,6.4425,6.5840000000000005,6.291111111111111,59.74
2011-11-19,6.24,6.3726666666666665,6.080555555555556,58.46
2011-11-26,5.8975,6.009333333333333,5.741363636363636,56.68
2011-12-03,5.915,6.034666666666666,5.743333333333333,55.78
2011-12-10,5.892307692307693,5.961333333333333,5.699375,53.91
2011-12-17,5.806538461538461,5.871666666666667,5.62,52.99
2011-12-24,6.0661538461538465,6.131333333333333,5.86625,51.88
2011-12-31,6.3342307692307696,6.398333333333333,6.13125,51.6
2012-01-07,6.424444444444444,6.570416666666667,6.2387500000000005,50.95
2012-01-14,6.345925925925926,6.411666666666667,6.065,52.79
2012-01-21,5.968,6.145,5.81125,55.18
2012-01-28,6.289666666666666,6.469166666666666,6.12875,56.31
2012-02-04,6.399074074074075,6.556666666666667,6.206250000000001,55.9
2012-02-11,6.393518518518519,6.577916666666667,6.205,55.48
2012-02-18,6.354444444444445,6.55125,6.1693750000000005,55.56
2012-02-25,6.3624074074074075,6.555416666666667,6.195,56.39
2012-03-03,6.458928571428571,6.712916666666667,6.203888888888889,56.92
2012-03-10,6.41462962962963,6.664166666666667,6.13,57.75
2012-03-17,6.572777777777778,6.830416666666666,6.2975,57.84
2012-03-24,6.399259259259259,6.664166666666667,6.14125,55.71
2012-03-31,6.192222222222222,6.444166666666667,5.935625,54.93
2012-04-07,6.46375,6.749583333333334,6.220555555555555,53.44
2012-04-14,6.295,6.573333333333333,6.056666666666667,52.96
2012-04-21,6.081428571428571,6.3429166666666665,5.851111111111111,51.65
2012-04-28,6.14875,6.525833333333333,5.926666666666667,49.17
2012-05-05,6.297857142857143,6.714166666666666,6.08,47.84
2012-05-12,6.159464285714286,6.352,5.954444444444444,47.25
2012-05-19,6.228035714285714,6.420999999999999,6.0616666666666665,46.87
2012-05-26,6.158571428571428,6.513333333333334,5.946666666666666,48.01
2012-06-02,5.720714285714286,6.113333333333333,5.582777777777778,47.61
2012-06-09,5.995,6.3825,5.847222222222222,47.65
2012-06-16,6.124464285714286,6.501666666666667,5.953888888888889,47.41
2012-06-23,6.227321428571429,6.577916666666667,6.076111111111111,49.11
2012-06-30,6.5407142857142855,6.958333333333333,6.413888888888889,49.37
2012-07-07,7.010535714285714,7.526666666666666,6.918888888888889,49.18
2012-07-14,7.314464285714285,7.86875,7.198888888888889,46.88
2012-07-21,7.906607142857143,8.42875,7.801111111111111,44.17
2012-07-28,7.860357142857143,8.349583333333333,7.753888888888889,40.74
2012-08-04,7.974285714285714,8.377916666666666,7.917222222222223,35.79
2012-08-11,7.993571428571428,8.319583333333334,7.939444444444445,34.21
2012-08-18,7.86625,8.172083333333333,7.830555555555556,36.07
2012-08-25,8.127678571428572,8.471666666666668,8.109444444444444,39.53
2012-09-01,7.950714285714286,8.28375,7.887777777777778,40.45
2012-09-08,7.857142857142857,8.14625,7.786666666666667,39.34
2012-09-15,7.599827586206897,7.905,7.5075,37.47
2012-09-22,7.335714285714285,7.605833333333333,7.239444444444445,35.3
2012-09-29,7.246607142857143,7.4870833333333335,7.144444444444445,34.25
2012-10-06,7.439821428571428,7.665,7.330555555555556,34.63
2012-10-13,7.412678571428572,7.63625,7.317222222222222,36.36
2012-10-20,7.432857142857143,7.66,7.3261111111111115,41.49
2012-10-27,7.4557142857142855,7.666818181818182,7.345555555555555,45.79
2012-11-03,7.4226785714285715,7.656363636363636,7.314444444444445,48.39
2012-11-10,7.413928571428571,7.637272727272728,7.283888888888889,51.91
2012-11-17,7.298571428571429,7.475909090909091,7.195,57.45
2012-11-24,7.449285714285715,7.660454545454545,7.3405555555555555,56.89
2012-12-01,7.586296296296297,7.8127272727272725,7.499375000000001,54.46
2012-12-08,7.519444444444445,7.774545454545454,7.4418750000000005,52.42
2012-12-15,7.264464285714286,7.531363636363636,7.228125,50.06
2012-12-22,7.1214814814814815,7.371818181818182,7.058125,49.41
2012-12-29,6.9779629629629625,7.2263636363636365,6.9275,48.35
2013-01-05,6.953518518518519,7.1877272727272725,6.88,47.4
2013-01-12,7.028518518518519,7.245909090909091,6.948125,47.12
2013-01-19,7.351041666666666,7.584545454545455,7.255,45.88
2013-01-26,7.314166666666667,7.54,7.219375,43.98
2013-02-02,7.445625,7.674545454545454,7.35125,44.01
2013-02-09,7.31875,7.505909090909091,7.2275,44.29
2013-02-16,7.086041666666667,7.254090909090909,7.0025,45.54
2013-02-23,7.07875,7.2272727272727275,6.9818750000000005,47.03
2013-03-02,7.2091666666666665,7.266111111111111,7.11375,50.43
2013-03-09,7.217083333333333,7.2683333333333335,7.151875,54.52
2013-03-16,7.2712,7.421111111111111,7.052777777777778,58.84
2013-03-23,7.375769230769231,7.540555555555556,7.158,62.3
2013-03-30,7.280192307692308,7.226111111111111,7.0633333333333335,61.65
2013-04-06,6.4596,6.411111111111111,6.275555555555555,59.01
2013-04-13,6.562,6.507777777777778,6.3838888888888885,57.2
2013-04-20,6.6298,6.5505555555555555,6.431666666666667,54.5
2013-04-27,6.501,6.422777777777777,6.295,51.74
2013-05-04,6.839,6.7015,6.663333333333333,48.36
2013-05-11,6.7186,6.524,6.532777777777778,48.61
2013-05-18,6.8628,6.681363636363637,6.667777777777778,51.51
2013-05-25,6.914,6.701363636363636,6.71,56.06
2013-06-01,6.9966,6.848181818181819,6.7972222222222225,57.47
2013-06-08,6.9934,6.800454545454546,6.79,56.42
2013-06-15,6.9054,6.725454545454546,6.709444444444444,55.29
2013-06-22,7.08,6.926818181818182,6.917777777777778,57.44
2013-06-29,6.8534,6.7713636363636365,6.673333333333334,62.95
2013-07-06,6.4764,6.474545454545455,6.328333333333333,67.59
2013-07-13,6.7138,6.708636363636364,6.612222222222222,68.78
2013-07-20,6.6758,6.597272727272728,6.607222222222222,69.4
2013-07-27,6.2219999999999995,6.141,6.083333333333333,73.62
2013-08-03,5.6096,5.7015,5.511666666666667,76.89
2013-08-10,5.412,5.558,5.523888888888889,75.59
2013-08-17,5.432,5.5695,5.582222222222223,73.15
2013-08-24,5.6482,5.8135,5.851111111111111,71.04
2013-08-31,5.8034,5.8195,5.939444444444444,69.5
2013-09-07,5.2146,5.2705,5.257777777777778,66.81
2013-09-14,4.810576923076923,4.9365,4.84,69.34
2013-09-21,4.8288,4.6465,4.6994444444444445,72.6
2013-09-28,4.7914,4.537,4.635,76.5
2013-10-26,4.6628,4.433636363636364,4.235555555555555,64.18
2013-11-02,4.6042,4.325909090909091,4.17,63.63
2013-11-09,4.7162,4.330454545454545,4.1466666666666665,64.78
2013-11-16,4.8658,4.379090909090909,4.200555555555556,68.75
2013-11-23,4.4113999999999995,4.288636363636364,4.098333333333334,70.67
2013-11-30,4.1882,4.323181818181818,4.111111111111111,69.9
2013-12-07,4.3408,4.37,4.1338888888888885,66.77
2013-12-14,4.520208333333334,4.3675,4.1975,65.89
2013-12-21,4.195,4.3265,4.145625,66.16
2013-12-28,4.2527083333333335,4.356,4.1775,64.5
2014-01-04,4.214791666666667,4.305454545454546,4.096875,64.15
2014-01-11,4.202083333333333,4.266,4.106875,63.97
2014-01-18,4.24625,4.327,4.145625,63.06
2014-01-25,4.222083333333333,4.324,4.121875,57.16
2014-02-01,4.267391304347826,4.3614999999999995,4.171875,53.83
2014-02-08,4.344375,4.4645,4.258125,56.78
2014-02-15,4.343541666666667,4.4575,4.2475,57.85
2014-02-22,4.5025,4.5705,4.35,60.31
2014-03-01,4.465625,4.5805,4.34875,64.04
2014-03-08,4.7043478260869565,4.810909090909091,4.538571428571428,68.95
2014-03-15,4.6693999999999996,4.822272727272727,4.499444444444444,74.33
2014-03-22,4.6432692307692305,4.796363636363636,4.4735,76.9
2014-03-29,4.7056000000000004,4.860454545454545,4.554444444444445,82.12
2014-04-05,4.829807692307693,5,4.6735,89.13
2014-04-12,4.8516,5.0209090909090905,4.704444444444444,94.91
2014-04-19,4.8376,4.995909090909091,4.688888888888889,93.65
2014-04-26,4.8512,4.994090909090909,4.704444444444444,92.47
2014-05-03,4.9306,5.075454545454545,4.79,90.91
2014-05-10,4.942,5.103181818181818,4.805,87.34
2014-05-17,4.7778,4.93375,4.615,82.41
2014-05-24,4.6868,4.77,4.484444444444445,79.6
2014-05-31,4.6314,4.726,4.439444444444445,77.42
2014-06-07,4.5558,4.608181818181818,4.357777777777778,75.88
2014-06-14,4.5424,4.503636363636364,4.256666666666667,74.56
2014-06-21,4.451,4.496818181818182,4.252222222222223,73.71
2014-06-28,4.4644,4.484090909090909,4.214444444444444,76.33
2014-07-05,4.3898,4.251818181818182,3.948888888888889,78.46
2014-07-12,4.147,4.017,3.703888888888889,78.5
2014-07-19,3.7246,3.8855,3.5483333333333333,80.47
2014-07-26,3.9450000000000003,3.7325,3.3850000000000002,83.11
2014-08-02,3.796666666666667,3.6995,3.3622222222222224,86.3
2014-08-09,3.462608695652174,3.6715,3.338888888888889,89.43
2014-08-16,3.5012499999999998,3.684,3.3738888888888887,89.16
2014-08-23,3.5069565217391303,3.7,3.408333333333333,83.48
2014-08-30,3.8862,3.6695454545454544,3.3894444444444445,76.94
2014-09-06,3.4014,3.535,3.278888888888889,68.41
2014-09-13,3.201041666666667,3.419,3.198888888888889,65.1
2014-09-20,3.2994,3.344,3.098888888888889,61.23
2014-09-27,3.208653846153846,3.101,2.8994999999999997,58.55
2014-10-04,2.9278,3.0945454545454547,2.8427777777777776,57.81
2014-10-11,2.8970833333333332,3.2763636363636364,2.9844444444444442,60.5
2014-10-18,3.0220833333333332,3.3154545454545454,3.08,63.25
2014-10-25,3.057916666666667,3.4054545454545453,3.0972222222222223,66.12
2014-11-01,3.247708333333333,3.601818181818182,3.3,66.97
2014-11-08,3.2735416666666666,3.615,3.292777777777778,68.8
2014-11-15,3.397708333333333,3.7254545454545456,3.408333333333333,70.21
2014-11-22,3.4032,3.7004545454545457,3.3866666666666667,70.42
2014-11-29,3.476,3.7572727272727273,3.43,70.74
2014-12-06,3.5577083333333333,3.8263636363636366,3.526875,67.87
2014-12-13,3.6733333333333333,3.88,3.645,64.09
2014-12-20,3.7843750000000003,3.974,3.76,58.66
2014-12-27,3.825,4.0155,3.795,52.37
2015-01-03,3.7261363636363636,3.9335,3.7087499999999998,50.29
2015-01-10,3.725625,3.97,3.69375,47.83
2015-01-17,3.6275,3.8636363636363633,3.585,45.13
2015-01-24,3.641875,3.8727272727272726,3.609375,43.83
2015-01-31,3.5279166666666666,3.7554545454545454,3.51,40.58
2015-02-07,3.6264583333333333,3.8381818181818184,3.585625,38.37
2015-02-14,3.6802083333333333,3.9004545454545454,3.6487499999999997,36.18
2015-02-21,3.696041666666667,3.9077272727272727,3.64875,34.23
2015-02-28,3.6464583333333334,3.899545454545455,3.59125,32.98
2015-03-07,3.6922916666666667,3.924545454545455,3.636875,31.77
2015-03-14,3.7,3.887,3.64875,32.32
2015-03-21,3.5941666666666667,3.7904999999999998,3.545625,33.25
2015-03-28,3.7560416666666665,3.9375,3.7062500000000003,36.48
2015-04-04,3.6874,3.876,3.627222222222222,38.21
2015-04-11,3.6546,3.836,3.598333333333333,36.43
2015-04-18,3.6232,3.7880000000000003,3.5683333333333334,34.33
2015-04-25,3.6012,3.7665,3.546666666666667,31.16
2015-05-02,3.5044,3.6685,3.4338888888888888,28.82
2015-05-09,3.5078,3.6495,3.425,26.39
2015-05-16,3.5378000000000003,3.6665,3.4844444444444442,25.11
2015-05-23,3.4928,3.657,3.4044444444444446,27.76
2015-05-30,3.3904,3.559,3.2905555555555557,28.54
2015-06-06,3.4528,3.6205,3.355,30.22
2015-06-13,3.4514,3.6155,3.348333333333333,32.41
2015-06-20,3.4048000000000003,3.557,3.3005555555555555,32.83
2015-06-27,3.5514,3.7125,3.4383333333333335,34.32
2015-07-04,3.8462,4.102,3.7294444444444443,34.84
2015-07-11,3.9738,4.1565,3.825,35
2015-07-18,4.0022,4.2,3.852777777777778,34.81
2015-07-25,3.7586,3.9255,3.6233333333333335,35.33
2015-08-01,3.4838,3.633,3.3733333333333335,36.64
2015-08-08,3.4859999999999998,3.6295,3.3933333333333335,39.73
2015-08-15,3.4779999999999998,3.6305,3.3866666666666667,44.51
2015-08-22,3.4562,3.5865,3.361666666666667,48.3
2015-08-29,3.46,3.56,3.3666666666666667,48.9
2015-09-05,3.372,3.495,3.29,45.27
2015-09-12,3.429,3.574,3.352777777777778,40.96
2015-09-19,3.5254,3.6775,3.4472222222222224,37.46
2015-09-26,3.5057692307692307,3.64,3.4435000000000002,36.64
2015-10-03,3.5692,3.737727272727273,3.5083333333333333,41.45
2015-10-10,3.6134,3.8154545454545454,3.536111111111111,46.51
2015-10-17,3.5236363636363635,3.71,3.415833333333333,52.51
2015-10-24,3.541590909090909,3.721363636363636,3.4091666666666667,55.89
2015-10-31,3.620909090909091,3.7809090909090908,3.4625,54.95
2015-11-07,3.6245454545454545,3.79,3.45,49.9
2015-11-14,3.487045454545455,3.6550000000000002,3.3225,43.41
2015-11-21,3.52,3.665,3.3675,36.93
2015-11-28,3.5529545454545453,3.704090909090909,3.4166666666666665,34.42
2015-12-05,3.608409090909091,3.750909090909091,3.4566666666666666,32.01
2015-12-12,3.619090909090909,3.819,3.466666666666667,24.54
2015-12-19,3.6220454545454546,3.782,3.4691666666666667,21.87
2015-12-26,3.5361363636363636,3.713,3.395,20.48
2016-01-02,3.48375,3.642,3.341666666666667,20.4
2016-01-09,3.4129545454545456,3.5940000000000003,3.2800000000000002,21.88
2016-01-16,3.459090909090909,3.642,3.3225,25.35
2016-01-23,3.5645454545454545,3.763,3.4266666666666667,30.34
2016-01-30,3.568409090909091,3.783,3.4166666666666665,35.33
2016-02-06,3.585714285714286,3.815,3.4258333333333333,38.54
2016-02-13,3.4826190476190475,3.7005,3.3358333333333334,42.02
2016-02-13,3.4826190476190475,3.7005,3.3358333333333334,41.62
2016-02-20,3.5264285714285712,3.7729999999999997,3.388333333333333,40.81
2016-02-27,3.4766666666666666,3.71,3.34,37.56
2016-03-05,3.426190476190476,3.6777272727272727,3.2691666666666666,35.75
2016-03-12,3.482142857142857,3.734545454545455,3.3316666666666666,34.46
